grid_id,year,forest_cover_pct,forest_loss_ha,forest_loss_pct_change,avg_temp,total_rainfall_mm,n_dry_days,n_hot_days,temp_anomaly,n_observations,n_species,normalized_richness
VN_10.74_106.64,2009,0.81,2.992615,0.0,27.44,1908.2,139.0,6.0,-0.27,1,1,0.053619
VN_10.74_106.72,2009,1.78,2.806914,0.0,27.44,1908.2,139.0,6.0,-0.34,43,24,0.235713
VN_10.84_106.64,2009,0.27,0.263543,0.0,27.44,1908.2,139.0,6.0,-0.27,22,11,0.130386
VN_10.84_106.72,2009,1.7,3.074544,0.0,27.44,1908.2,139.0,6.0,-0.28,26,10,0.112766
VN_10.84_107.62,2009,7.0,48.931306,0.0,26.68,1593.2,162.0,0.0,0.39,2,1,0.03383
VN_10.84_107.89,2009,11.25,3.755012,0.0,26.95,1200.4,171.0,0.0,0.05,25,23,0.262367
VN_10.84_107.98,2009,3.86,0.527061,0.0,26.95,1200.4,171.0,0.0,0.06,1,1,0.053619
VN_10.93_107.00,2009,14.32,122.272924,0.0,27.15,1957.4,141.0,2.0,-0.18,2,2,0.06766
VN_10.93_107.62,2009,17.85,6.212441,0.0,25.75,1779.0,133.0,0.0,-0.15,11,6,0.08974
VN_10.93_108.08,2009,0.4,4.303525,0.0,26.12,1548.3,163.0,0.0,-0.88,44,38,0.371009
VN_10.93_108.17,2009,0.04,0.0,0.0,27.19,844.6,208.0,2.0,-0.26,53,31,0.288831
VN_10.93_108.25,2009,0.04,0.0,0.0,27.19,844.6,208.0,2.0,-0.27,3,2,0.053619
VN_10.93_108.34,2009,0.0,0.0,0.0,27.19,844.6,208.0,2.0,-0.3,17,17,0.218595
VN_11.02_107.72,2009,69.0,18.16382,0.0,25.75,1779.0,133.0,0.0,0.27,14,9,0.123518
VN_11.11_107.08,2009,15.4,10.518662,0.0,27.15,1957.4,141.0,2.0,-0.06,1,1,0.053619
VN_11.11_107.72,2009,32.2,29.012798,0.0,25.75,1779.0,133.0,0.0,-0.36,3,3,0.080429
VN_11.11_108.44,2009,1.53,0.0,0.0,26.62,662.7,230.0,0.0,-0.02,2,2,0.06766
VN_11.20_107.00,2009,88.15,6.208161,0.0,26.91,2237.4,137.0,0.0,-0.05,1,1,0.053619
VN_11.29_107.08,2009,75.63,40.987264,0.0,26.91,2237.4,137.0,0.0,-0.33,2,2,0.06766
VN_11.38_106.19,2009,7.82,3.244642,0.0,27.65,2023.7,146.0,1.0,-0.17,4,4,0.09237
VN_11.38_107.08,2009,89.78,196.009873,0.0,26.48,2541.4,132.0,0.0,-0.5,44,13,0.126924
VN_11.38_107.17,2009,77.46,2.280016,0.0,26.06,2531.9,129.0,0.0,-0.48,186,107,0.760213
VN_11.38_107.36,2009,42.77,10.874059,0.0,26.06,2531.9,129.0,0.0,-0.59,46,43,0.415084
VN_11.38_107.44,2009,34.04,8.417984,0.0,24.92,2382.9,123.0,0.0,-1.12,41,21,0.208816
VN_11.38_107.53,2009,52.48,75.207216,0.0,24.92,2382.9,123.0,0.0,-0.96,20,20,0.24415
VN_11.46_107.36,2009,82.05,2.892597,0.0,26.06,2531.9,129.0,0.0,-0.37,199,95,0.666393
VN_11.46_107.44,2009,60.39,42.870782,0.0,24.92,2382.9,123.0,0.0,-1.33,908,191,1.0
VN_11.46_107.72,2009,72.01,24.283436,0.0,22.81,2466.8,111.0,0.0,1.17,9,9,0.145269
VN_11.46_108.08,2009,81.43,29.119289,0.0,22.64,1694.0,146.0,0.0,3.33,218,98,0.675861
VN_11.55_105.92,2009,46.98,5.170083,0.0,27.8,1831.1,158.0,27.0,-0.12,5,3,0.062228
VN_11.55_108.08,2009,25.73,51.762793,0.0,22.64,1694.0,146.0,0.0,0.62,5,5,0.103714
VN_11.55_108.17,2009,65.04,34.719299,0.0,23.66,1373.4,168.0,0.0,4.77,3,1,0.02681
VN_11.64_107.27,2009,44.49,124.926881,0.0,25.38,2612.4,133.0,0.0,-0.19,1,1,0.053619
VN_11.64_107.53,2009,85.27,167.97391,0.0,24.22,2411.2,130.0,0.0,0.44,2,2,0.06766
VN_11.64_108.34,2009,13.29,57.031275,0.0,21.64,1671.0,134.0,0.0,-0.44,5,5,0.103714
VN_11.73_107.53,2009,89.8,0.437861,0.0,24.22,2411.2,130.0,0.0,-0.1,2,2,0.06766
VN_11.73_107.72,2009,84.37,10.505288,0.0,22.62,2214.9,129.0,0.0,1.28,12,6,0.08694
VN_11.82_108.44,2009,42.73,23.058002,0.0,21.49,1904.9,145.0,0.0,0.36,12,3,0.04347
VN_11.82_109.16,2009,29.56,85.326205,0.0,26.57,1237.2,180.0,0.0,0.11,10,5,0.077497
VN_11.91_108.34,2009,40.51,45.937676,0.0,20.56,2114.8,134.0,0.0,-0.3,719,132,0.745663
VN_11.91_108.44,2009,39.85,22.931566,0.0,19.98,2242.5,133.0,0.0,0.7,722,143,0.807291
VN_12.01_108.17,2009,82.47,36.733779,0.0,20.56,2114.8,134.0,0.0,-1.41,1,1,0.053619
VN_12.01_108.34,2009,56.45,26.754548,0.0,20.56,2114.8,134.0,0.0,0.72,31,22,0.235924
VN_12.01_108.44,2009,36.47,40.928155,0.0,19.98,2242.5,133.0,0.0,1.21,205,80,0.55806
VN_12.01_109.16,2009,4.01,1.137519,0.0,26.48,1365.9,165.0,0.0,-0.34,3,2,0.053619
VN_12.10_108.34,2009,86.16,34.841135,0.0,20.56,2114.8,134.0,0.0,2.76,77,56,0.477721
VN_12.10_109.06,2009,50.02,40.402058,0.0,25.19,2208.8,124.0,0.0,-0.57,1,1,0.053619
VN_12.19_107.17,2009,91.53,1.836102,0.0,23.87,2801.6,133.0,0.0,-0.3,150,34,0.251858
VN_12.19_107.81,2009,82.98,81.764273,0.0,22.46,1950.7,147.0,0.0,0.36,1,1,0.053619
VN_12.19_108.44,2009,90.94,36.081753,0.0,20.34,2364.3,112.0,0.0,0.54,1,1,0.053619
VN_12.19_108.70,2009,92.43,4.822674,0.0,22.29,2649.1,122.0,0.0,4.15,88,49,0.40572
VN_12.19_108.89,2009,79.37,14.688042,0.0,25.16,2340.6,128.0,0.0,1.05,8,8,0.13532
VN_12.19_109.16,2009,38.56,69.537322,0.0,26.68,1586.5,147.0,0.0,0.43,1,1,0.053619
VN_12.19_109.25,2009,18.73,20.371074,0.0,26.68,1586.5,147.0,0.0,-0.25,4,4,0.09237
VN_12.19_109.33,2009,11.17,0.0,0.0,26.68,1586.5,147.0,0.0,-0.18,1,1,0.053619
VN_12.28_108.08,2009,55.7,188.941693,0.0,23.33,1559.0,173.0,0.0,-0.21,1,1,0.053619
VN_12.28_108.80,2009,61.97,23.534926,0.0,22.29,2649.1,122.0,0.0,-2.95,1,1,0.053619
VN_12.28_109.16,2009,17.92,18.403903,0.0,26.68,1586.5,147.0,0.0,-0.12,21,21,0.252499
VN_12.28_109.25,2009,4.14,0.786565,0.0,26.68,1586.5,147.0,0.0,-0.24,4,4,0.09237
VN_12.28_109.33,2009,0.11,0.0,0.0,26.68,1586.5,147.0,0.0,-0.29,6,1,0.0191
VN_12.37_108.44,2009,93.61,0.436851,0.0,20.34,2364.3,112.0,0.0,1.25,1,1,0.053619
VN_12.46_108.34,2009,82.97,9.170738,0.0,23.85,1212.1,198.0,0.0,1.13,7,1,0.017873
VN_12.46_109.25,2009,60.48,47.297679,0.0,26.4,1531.4,174.0,0.0,1.01,22,21,0.248919
VN_12.54_107.89,2009,18.6,38.249739,0.0,24.87,1124.7,201.0,1.0,-0.66,21,18,0.216428
VN_12.72_107.72,2009,72.17,0.0,0.0,26.21,1519.7,196.0,23.0,-0.07,78,78,0.663458
VN_12.72_108.25,2009,44.77,1.832359,0.0,23.88,1621.5,171.0,0.0,0.17,1,1,0.053619
VN_12.81_108.08,2009,31.99,8.548879,0.0,25.58,1402.1,205.0,3.0,0.36,4,1,0.023092
VN_12.90_107.81,2009,9.81,12.906216,0.0,26.61,1976.2,182.0,33.0,-0.28,101,84,0.675018
VN_12.90_108.53,2009,26.5,66.273478,0.0,24.4,1571.8,187.0,0.0,-0.43,2,2,0.06766
VN_12.90_108.61,2009,34.07,89.669067,0.0,24.4,1571.8,187.0,0.0,-0.36,1,1,0.053619
VN_13.09_108.89,2009,40.13,95.101348,0.0,25.52,1862.7,144.0,0.0,-0.38,9,5,0.080705
VN_13.18_108.97,2009,48.56,225.936742,0.0,25.56,1877.5,167.0,0.0,0.31,5,3,0.062228
VN_13.27_108.17,2009,26.59,20.265388,0.0,24.7,1983.8,169.0,0.0,0.35,3,1,0.02681
VN_13.36_108.08,2009,33.48,30.63591,0.0,25.73,1902.3,182.0,8.0,-0.24,2,1,0.03383
VN_13.36_108.17,2009,11.06,20.389373,0.0,24.7,1983.8,169.0,0.0,-0.7,3,2,0.053619
VN_13.54_108.34,2009,5.44,68.977284,0.0,25.47,1845.2,198.0,3.0,-0.7,18,1,0.012622
VN_13.80_107.81,2009,10.73,28.22596,0.0,25.82,2619.5,162.0,11.0,0.38,1,1,0.053619
VN_14.07_108.34,2009,20.51,61.179017,0.0,22.75,2474.2,162.0,0.0,0.13,14,4,0.054897
VN_14.16_108.25,2009,63.13,81.056586,0.0,21.61,2379.7,174.0,0.0,0.93,1,1,0.053619
VN_14.16_108.34,2009,64.29,27.068911,0.0,21.61,2379.7,174.0,0.0,0.18,1,1,0.053619
VN_14.26_108.80,2009,77.43,152.539156,0.0,24.31,2697.7,158.0,0.0,1.14,17,7,0.09001
VN_14.35_108.08,2009,26.0,376.614743,0.0,22.88,2184.6,170.0,0.0,-0.65,2,2,0.06766
VN_14.35_108.61,2009,82.27,71.941991,0.0,22.38,2427.7,178.0,0.0,0.29,1,1,0.053619
VN_14.53_107.72,2009,59.16,8.189676,0.0,23.32,2165.5,155.0,0.0,-0.02,1,1,0.053619
VN_14.62_107.81,2009,19.7,159.271027,0.0,23.32,2165.5,155.0,0.0,-0.25,3,1,0.02681
VN_14.79_108.70,2009,55.88,216.523637,0.0,24.82,3248.8,114.0,1.0,0.88,4,3,0.069277
VN_14.97_107.72,2009,46.92,523.44496,0.0,19.86,2802.4,143.0,0.0,-1.69,2,2,0.06766
VN_15.06_107.98,2009,81.59,35.141278,0.0,19.27,3060.0,115.0,0.0,5.3,2,1,0.03383
VN_15.06_108.44,2009,48.49,93.307371,0.0,24.17,3711.6,105.0,0.0,0.0,3,1,0.02681
VN_15.06_108.61,2009,54.56,203.179909,0.0,24.17,3711.6,105.0,0.0,-0.65,6,2,0.038199
VN_15.15_107.72,2009,76.66,264.764469,0.0,21.12,2760.3,112.0,0.0,-0.33,16,13,0.170533
VN_15.15_107.81,2009,74.59,286.114954,0.0,21.12,2760.3,112.0,0.0,1.9,2,2,0.06766
VN_15.24_107.72,2009,87.83,10.53331,0.0,21.12,2760.3,112.0,0.0,2.87,89,80,0.660756
VN_15.34_107.72,2009,87.3,12.54674,0.0,21.12,2760.3,112.0,0.0,-1.13,27,24,0.267685
VN_15.34_108.89,2009,3.59,11.563503,0.0,26.57,2440.3,166.0,0.0,-0.04,1,1,0.053619
VN_15.34_109.16,2009,0.04,0.0,0.0,26.49,2294.8,204.0,0.0,-0.08,1,1,0.053619
VN_15.43_107.72,2009,85.9,8.521462,0.0,23.38,2657.7,126.0,0.0,1.45,1,1,0.053619
VN_15.43_107.81,2009,70.01,148.625965,0.0,23.38,2657.7,126.0,0.0,-1.41,7,3,0.053619
VN_15.61_107.62,2009,92.13,5.116475,0.0,23.38,2657.7,126.0,0.0,0.08,1,1,0.053619
VN_15.61_108.53,2009,1.27,0.430959,0.0,25.66,3066.9,129.0,0.0,-0.6,1,1,0.053619
VN_15.70_107.62,2009,85.17,67.416907,0.0,23.97,2746.7,115.0,0.0,0.16,22,13,0.154093
VN_15.70_107.72,2009,82.07,13.927505,0.0,23.97,2746.7,115.0,0.0,0.31,16,14,0.183651
VN_15.70_107.81,2009,75.47,47.597952,0.0,23.97,2746.7,115.0,0.0,0.45,2,2,0.06766
VN_15.79_107.62,2009,83.15,16.359782,0.0,23.97,2746.7,115.0,0.0,1.46,23,22,0.25728
VN_15.79_107.72,2009,79.65,123.285664,0.0,23.97,2746.7,115.0,0.0,-1.27,9,9,0.145269
VN_15.79_108.08,2009,21.85,9.387299,0.0,25.13,2777.4,123.0,14.0,-1.38,1,1,0.053619
VN_15.88_108.34,2009,1.67,0.946908,0.0,25.97,2737.5,143.0,0.0,-0.46,32,28,0.297624
VN_15.96_107.72,2009,80.97,35.007574,0.0,24.07,3159.3,110.0,2.0,1.15,21,19,0.228451
VN_15.96_107.98,2009,80.94,23.712145,0.0,24.77,3469.3,96.0,2.0,0.52,10,7,0.108496
VN_15.96_108.25,2009,1.78,3.699444,0.0,25.97,2737.5,143.0,0.0,-0.49,1,1,0.053619
VN_16.05_107.44,2009,91.05,6.301924,0.0,22.5,3297.3,110.0,0.0,1.91,15,10,0.134048
VN_16.05_107.53,2009,90.42,2.549021,0.0,22.5,3297.3,110.0,0.0,-0.43,17,13,0.167161
VN_16.05_108.17,2009,7.92,14.792775,0.0,25.97,2737.5,143.0,0.0,-0.34,4,4,0.09237
VN_16.14_107.36,2009,73.86,35.370936,0.0,22.28,3249.9,106.0,0.0,0.24,31,6,0.064343
VN_16.14_107.44,2009,89.55,13.802933,0.0,24.28,3628.1,108.0,2.0,1.2,8,7,0.118405
VN_16.14_107.53,2009,90.68,4.640422,0.0,24.28,3628.1,108.0,2.0,-0.11,3,3,0.080429
VN_16.14_107.72,2009,56.21,44.18923,0.0,25.14,3056.2,134.0,5.0,0.03,4,4,0.09237
VN_16.14_107.81,2009,89.68,5.883892,0.0,25.14,3056.2,134.0,5.0,0.13,1,1,0.053619
VN_16.14_108.17,2009,8.38,6.360502,0.0,25.81,2526.2,190.0,0.0,-0.15,3,2,0.053619
VN_16.23_107.27,2009,57.56,81.632455,0.0,22.28,3249.9,106.0,0.0,-0.38,1,1,0.053619
VN_16.23_107.72,2009,58.73,117.836208,0.0,25.14,3056.2,134.0,5.0,0.23,43,5,0.049107
VN_16.23_107.81,2009,72.0,3.52229,0.0,25.14,3056.2,134.0,5.0,-0.44,3,3,0.080429
VN_16.23_107.89,2009,57.16,21.822929,0.0,25.03,3510.2,119.0,0.0,-0.68,311,136,0.880126
VN_16.23_107.98,2009,62.68,11.770367,0.0,25.03,3510.2,119.0,0.0,0.76,1,1,0.053619
VN_16.32_107.17,2009,70.16,47.375774,0.0,22.28,3249.9,106.0,0.0,-0.06,17,2,0.025717
VN_16.32_107.36,2009,74.11,128.470721,0.0,22.28,3249.9,106.0,0.0,-1.56,16,4,0.052472
VN_16.32_107.98,2009,10.62,0.429433,0.0,25.03,3510.2,119.0,0.0,-1.08,3,3,0.080429
VN_16.32_108.08,2009,2.64,4.037354,0.0,25.03,3510.2,119.0,0.0,-0.99,2,2,0.06766
VN_16.41_107.53,2009,30.9,67.777998,0.0,25.6,3196.2,140.0,2.0,-0.22,7,7,0.125111
VN_16.50_107.00,2009,77.66,22.612136,0.0,23.37,2786.5,140.0,0.0,-0.56,5,5,0.103714
VN_16.50_107.62,2009,4.07,0.772137,0.0,26.46,2278.5,192.0,2.0,0.09,24,15,0.173194
VN_16.59_106.91,2009,79.22,29.641745,0.0,23.37,2786.5,140.0,0.0,-0.9,20,15,0.183112
VN_16.59_107.27,2009,59.03,427.916007,0.0,24.5,3400.9,112.0,3.0,-1.11,13,11,0.154913
VN_16.68_106.91,2009,67.83,63.657007,0.0,25.13,2413.4,153.0,18.0,-0.5,5,3,0.062228
VN_16.68_107.00,2009,68.48,333.245177,0.0,25.13,2413.4,153.0,18.0,-0.18,13,11,0.154913
VN_16.77_106.91,2009,59.63,99.61154,0.0,25.13,2413.4,153.0,18.0,-0.41,23,3,0.035084
VN_16.95_106.55,2009,81.45,40.911418,0.0,22.84,2183.6,125.0,0.0,1.67,8,6,0.10149
VN_17.05_106.55,2009,86.13,13.945481,0.0,22.84,2183.6,125.0,0.0,-1.07,1,1,0.053619
VN_17.41_106.28,2009,88.06,6.491573,0.0,23.36,2000.2,171.0,0.0,0.95,1,1,0.053619
VN_17.41_106.55,2009,65.53,40.39333,0.0,24.66,2239.3,176.0,0.0,-0.44,11,6,0.08974
VN_17.41_106.64,2009,10.04,5.978587,0.0,25.46,2136.8,187.0,0.0,-0.18,1,1,0.053619
VN_17.50_106.28,2009,86.31,2.966211,0.0,23.36,2000.2,171.0,0.0,-0.92,31,31,0.332438
VN_17.68_105.73,2009,84.86,2.302543,0.0,22.24,1476.5,184.0,0.0,2.23,42,37,0.365612
VN_17.68_106.55,2009,0.75,0.170578,0.0,24.88,2090.1,178.0,0.0,-0.5,2,1,0.03383
VN_17.77_105.73,2009,82.11,16.532479,0.0,22.24,1476.5,184.0,0.0,-0.19,68,60,0.526665
VN_17.77_105.83,2009,85.31,26.892179,0.0,22.24,1476.5,184.0,0.0,0.92,6,5,0.095498
VN_18.12_105.92,2009,78.07,17.700869,0.0,25.08,2020.2,198.0,14.0,0.56,10,10,0.154994
VN_18.21_105.92,2009,34.79,60.879747,0.0,25.08,2020.2,198.0,14.0,0.28,1,1,0.053619
VN_18.21_106.09,2009,11.1,6.463184,0.0,25.08,2020.2,198.0,14.0,-0.18,2,2,0.06766
VN_18.30_105.47,2009,87.03,3.120425,0.0,22.16,2371.0,160.0,0.0,-1.66,11,7,0.104697
VN_18.30_105.92,2009,4.53,13.810106,0.0,25.08,2020.2,198.0,14.0,0.07,8,6,0.10149
VN_18.39_105.19,2009,85.43,0.254797,0.0,22.59,1968.9,179.0,0.0,1.08,23,2,0.023389
VN_18.39_105.47,2009,52.06,5.266434,0.0,24.18,2081.0,190.0,29.0,0.23,100,72,0.579822
VN_18.39_105.83,2009,2.82,2.718547,0.0,25.46,1582.0,224.0,51.0,0.55,3,2,0.053619
VN_18.39_105.92,2009,3.04,2.186918,0.0,25.04,2097.9,212.0,0.0,-0.09,4,3,0.069277
VN_18.48_105.64,2009,2.8,1.103524,0.0,25.46,1582.0,224.0,51.0,0.44,2,1,0.03383
VN_18.48_105.73,2009,11.05,5.782015,0.0,25.46,1582.0,224.0,51.0,0.16,2,1,0.03383
VN_18.57_105.83,2009,19.09,0.67888,0.0,25.46,1582.0,224.0,51.0,0.14,1,1,0.053619
VN_18.66_105.47,2009,6.14,0.678399,0.0,25.25,1383.5,216.0,51.0,0.47,2,2,0.06766
VN_18.66_105.56,2009,1.16,1.356961,0.0,25.25,1383.5,216.0,51.0,0.16,4,2,0.046185
VN_18.66_105.73,2009,3.3,5.68361,0.0,25.39,1248.8,228.0,32.0,-0.06,4,2,0.046185
VN_18.75_105.56,2009,13.39,2.288586,0.0,25.25,1383.5,216.0,51.0,0.21,1,1,0.053619
VN_19.11_104.66,2009,76.29,57.939265,0.0,22.38,1395.5,200.0,0.0,1.48,9,2,0.032282
VN_19.84_105.19,2009,74.29,15.266239,0.0,23.06,1726.1,176.0,5.0,0.95,5,5,0.103714
VN_19.84_105.28,2009,67.56,41.168174,0.0,23.06,1726.1,176.0,5.0,-0.06,7,6,0.107238
VN_20.02_105.02,2009,79.78,20.440546,0.0,,,,,,2,2,0.06766
VN_20.02_105.11,2009,78.52,29.947986,0.0,,,,,,1,1,0.053619
VN_20.02_105.19,2009,76.83,71.104869,0.0,,,,,,11,8,0.119653
VN_20.11_105.73,2009,16.04,29.780309,0.0,,,,,,1,1,0.053619
VN_20.20_105.73,2009,29.52,17.393817,0.0,,,,,,74,49,0.421803
VN_20.20_105.92,2009,13.06,3.529812,0.0,,,,,,6,5,0.095498
VN_20.20_106.55,2009,4.47,0.084021,0.0,,,,,,198,106,0.744259
VN_20.29_105.64,2009,74.12,9.566135,0.0,,,,,,61,49,0.441258
VN_20.29_105.73,2009,18.12,6.048312,0.0,,,,,,71,59,0.512734
VN_20.29_106.00,2009,0.1,0.0,0.0,,,,,,2,2,0.06766
VN_20.38_105.47,2009,60.26,13.689319,0.0,,,,,,6,1,0.0191
VN_20.38_105.56,2009,57.12,0.671536,0.0,,,,,,510,232,1.0
VN_20.38_105.64,2009,34.25,12.588086,0.0,,,,,,1,1,0.053619
VN_20.38_105.92,2009,3.6,3.230789,0.0,,,,,,104,45,0.359364
VN_20.73_104.92,2009,52.06,7.105035,0.0,,,,,,2,2,0.06766
VN_20.73_107.08,2009,9.64,0.251239,0.0,,,,,,6,4,0.076398
VN_20.82_106.55,2009,0.65,0.167399,0.0,,,,,,1,1,0.053619
VN_20.82_106.81,2009,4.57,11.882587,0.0,,,,,,2,2,0.06766
VN_20.82_107.00,2009,63.85,1.140338,0.0,,,,,,23,16,0.187113
VN_20.91_105.64,2009,0.47,0.083631,0.0,,,,,,1,1,0.053619
VN_20.91_106.00,2009,0.04,0.0,0.0,,,,,,5,5,0.103714
VN_20.91_106.36,2009,0.99,0.66914,0.0,,,,,,10,8,0.123995
VN_20.91_106.64,2009,0.84,2.807109,0.0,,,,,,6,1,0.0191
VN_20.91_106.91,2009,3.84,2.342146,0.0,,,,,,1,1,0.053619
VN_20.91_107.08,2009,3.39,5.435878,0.0,,,,,,39,21,0.211578
VN_21.00_105.83,2009,0.46,0.25085,0.0,,,,,,79,53,0.449517
VN_21.00_106.64,2009,1.59,5.308341,0.0,,,,,,2,1,0.03383
VN_21.00_107.08,2009,8.42,25.665745,0.0,,,,,,6,6,0.114597
VN_21.00_107.17,2009,27.65,58.220838,0.0,,,,,,2,1,0.03383
VN_21.09_103.03,2009,58.6,35.320189,0.0,,,,,,1,1,0.053619
VN_21.09_104.92,2009,75.81,26.22965,0.0,,,,,,18,17,0.214581
VN_21.09_105.38,2009,35.08,11.474436,0.0,,,,,,20,20,0.24415
VN_21.09_105.83,2009,0.07,0.0,0.0,,,,,,190,72,0.509484
VN_21.09_106.72,2009,44.35,109.048645,0.0,,,,,,4,1,0.023092
VN_21.09_107.36,2009,24.01,42.236753,0.0,,,,,,1,1,0.053619
VN_21.18_104.92,2009,59.01,14.232941,0.0,,,,,,2,2,0.06766
VN_21.18_105.73,2009,0.11,0.0,0.0,,,,,,4,4,0.09237
VN_21.18_106.55,2009,53.61,70.669857,0.0,,,,,,10,6,0.092996
VN_21.27_104.56,2009,43.43,12.76652,0.0,,,,,,1,1,0.053619
VN_21.27_105.38,2009,0.27,0.333769,0.0,,,,,,1,1,0.053619
VN_21.27_105.47,2009,0.36,0.0,0.0,,,,,,9,5,0.080705
VN_21.27_106.45,2009,26.63,37.222498,0.0,,,,,,1,1,0.053619
VN_21.36_104.47,2009,78.7,2.919255,0.0,,,,,,1,1,0.053619
VN_21.36_105.73,2009,28.18,24.548266,0.0,,,,,,14,9,0.123518
VN_21.36_105.83,2009,4.57,2.168666,0.0,,,,,,4,4,0.09237
VN_21.45_104.92,2009,56.13,10.003052,0.0,,,,,,3,1,0.02681
VN_21.45_105.56,2009,14.8,3.333928,0.0,,,,,,6,4,0.076398
VN_21.45_105.64,2009,71.48,15.002859,0.0,,,,,,146,78,0.5809
VN_21.45_107.81,2009,0.3,0.0,0.0,,,,,,8,8,0.13532
VN_21.55_105.56,2009,65.68,7.913123,0.0,,,,,,8,6,0.10149
VN_21.55_105.64,2009,35.96,22.077846,0.0,,,,,,9,2,0.032282
VN_21.64_105.38,2009,39.78,101.223907,0.0,,,,,,1,1,0.053619
VN_21.64_106.19,2009,44.03,43.192213,0.0,,,,,,4,3,0.069277
VN_21.64_106.36,2009,68.29,14.96773,0.0,,,,,,1,1,0.053619
VN_21.64_106.55,2009,33.21,28.48365,0.0,,,,,,3,2,0.053619
VN_21.73_105.73,2009,27.33,23.196819,0.0,,,,,,4,2,0.046185
VN_21.73_105.83,2009,36.51,25.104349,0.0,,,,,,6,4,0.076398
VN_21.82_105.56,2009,34.49,6.947416,0.0,,,,,,2,1,0.03383
VN_21.82_106.09,2009,72.94,22.691844,0.0,,,,,,6,6,0.114597
VN_21.82_106.72,2009,29.81,8.227172,0.0,,,,,,2,2,0.06766
VN_21.91_102.86,2009,59.95,29.521408,0.0,,,,,,2,2,0.06766
VN_21.91_106.91,2009,60.72,29.105256,0.0,,,,,,2,2,0.06766
VN_22.00_104.30,2009,65.65,1.909928,0.0,,,,,,5,5,0.103714
VN_22.00_105.83,2009,71.71,32.285989,0.0,,,,,,19,14,0.173688
VN_22.18_102.58,2009,56.03,226.423373,0.0,,,,,,1,1,0.053619
VN_22.18_103.94,2009,77.87,0.082966,0.0,,,,,,1,1,0.053619
VN_22.18_104.92,2009,33.71,34.244783,0.0,,,,,,3,3,0.080429
VN_22.18_105.02,2009,37.08,38.933719,0.0,,,,,,2,2,0.06766
VN_22.27_103.75,2009,59.62,4.559033,0.0,,,,,,3,3,0.080429
VN_22.27_103.84,2009,70.75,0.414534,0.0,,,,,,15,15,0.201072
