grid_id,lat,lon,year,n_observations,n_species,n_weighted_individuals,effort_adjusted_richness,normalized_richness_01,observation_density_01,shannon_entropy,simpson_diversity,pielou_evenness,hill_q0,hill_q1,hill_q2
VN_10.03_105.83,10.03,105.83,2009,15,15,15.0,5.410106403333613,0.20107166730430437,0.3968357245255216,2.70805020110221,0.9333333333333333,1.0,15.0,15.0,15.0
VN_10.03_105.83,10.03,105.83,2012,9,8,16.0,3.474355855226014,0.12912768669176364,0.3295649355890781,2.0431918705451206,0.8641975308641976,0.9825675930733636,8.0,7.715195845677657,7.363636363636364
VN_10.03_105.83,10.03,105.83,2013,15,11,118.0,3.9674113624446496,0.14745255602315654,0.3968357245255216,2.3034884952192693,0.8888888888888888,0.9606293157795305,11.0,10.009038104159249,9.0
VN_10.03_105.83,10.03,105.83,2014,12,8,16.0,3.1189699620102407,0.11591943739720377,0.3671166691528844,1.9072839993213793,0.8194444444444444,0.9172097224626077,8.0,6.734772289856238,5.538461538461538
VN_10.03_105.83,10.03,105.83,2015,19,10,39.0,3.3380820069533406,0.12406294159446271,0.4287738667204585,2.0244035325632357,0.8310249307479225,0.8791872833376632,10.0,7.5715933885825315,5.918032786885246
VN_10.03_105.83,10.03,105.83,2016,9,7,68.0,3.0400613733227626,0.1129867258552932,0.3295649355890781,1.8891591637540215,0.8395061728395061,0.9708357627258161,7.0,6.613805215240195,6.230769230769231
VN_10.03_105.83,10.03,105.83,2017,3,3,3.0,2.1640425613334453,0.08042866692172175,0.1984178622627608,1.0986122886681096,0.6666666666666667,0.9999999999999998,3.0,2.9999999999999996,3.0
VN_10.03_105.83,10.03,105.83,2018,110,36,350.0,7.644074559702032,0.28409918440247817,0.674066735762686,3.4076498580143726,0.9636363636363636,0.9509227986618352,36.0,30.194200152728794,27.499999999999996
VN_10.03_105.83,10.03,105.83,2019,26,24,128.0,7.281913813014699,0.2706391413386812,0.471727306739597,3.151458510243029,0.9556213017751479,0.9916315702865218,24.0,23.37012530308409,22.53333333333333
VN_10.03_105.83,10.03,105.83,2020,18,8,41.0,2.716986175160869,0.10097933377903892,0.42143234813232067,1.9521382094153648,0.8395061728395061,0.938780037951136,8.0,7.043732465376895,6.230769230769231
VN_10.03_105.83,10.03,105.83,2021,2,2,2.0,1.8204784532536746,0.0676597853346703,0.15724243557986567,0.6931471805599453,0.5,1.0,2.0,2.0,2.0
VN_10.03_105.83,10.03,105.83,2022,58,41,220.0,10.055088534203046,0.3737067750125592,0.5836107291546326,3.609007754376404,0.9696789536266349,0.9718426597223138,41.0,36.92939160216719,32.98039215686275
VN_10.03_105.83,10.03,105.83,2023,89,45,303.0,10.000422972711467,0.371675078263219,0.6440498067488094,3.4452239797823,0.9551824264613054,0.90505107532929,45.0,31.350304494729393,22.312676056338027
VN_10.03_105.83,10.03,105.83,2024,91,54,243.0,11.942177100911888,0.44384218754811167,0.6471956088297535,3.740334893267053,0.9675160004830334,0.9376660446884003,54.0,42.11209085944165,30.784386617100363
VN_10.03_105.92,10.03,105.92,2020,3,3,13.0,2.1640425613334453,0.08042866692172175,0.1984178622627608,1.0986122886681096,0.6666666666666667,0.9999999999999998,3.0,2.9999999999999996,3.0
VN_10.03_105.92,10.03,105.92,2024,2,2,2.0,1.8204784532536746,0.0676597853346703,0.15724243557986567,0.6931471805599453,0.5,1.0,2.0,2.0,2.0
VN_10.03_106.00,10.03,106.0,2019,1,1,1.0,1.4426950408889634,0.05361911128114783,0.0992089311313804,-0.0,0.0,0.0,1.0,1.0,1.0
VN_10.03_106.00,10.03,106.0,2022,1,1,1.0,1.4426950408889634,0.05361911128114783,0.0992089311313804,-0.0,0.0,0.0,1.0,1.0,1.0
VN_10.03_106.00,10.03,106.0,2023,11,11,11.0,4.426725648200291,0.1645234012835501,0.3556602978426265,2.3978952727983707,0.9090909090909091,1.0,11.0,11.000000000000002,11.0
VN_10.03_106.00,10.03,106.0,2024,3,3,3.0,2.1640425613334453,0.08042866692172175,0.1984178622627608,1.0986122886681096,0.6666666666666667,0.9999999999999998,3.0,2.9999999999999996,3.0
VN_10.03_106.09,10.03,106.09,2019,1,1,1.0,1.4426950408889634,0.05361911128114783,0.0992089311313804,-0.0,0.0,0.0,1.0,1.0,1.0
VN_10.03_106.19,10.03,106.19,2016,1,1,1.0,1.4426950408889634,0.05361911128114783,0.0992089311313804,-0.0,0.0,0.0,1.0,1.0,1.0
VN_10.03_106.19,10.03,106.19,2020,11,11,17.0,4.426725648200291,0.1645234012835501,0.3556602978426265,2.3978952727983707,0.9090909090909091,1.0,11.0,11.000000000000002,11.0
VN_10.03_106.19,10.03,106.19,2022,4,4,4.0,2.4853397382384474,0.09236997717407595,0.23035600445769763,1.3862943611198906,0.75,1.0,4.0,4.0,4.0
VN_10.03_106.28,10.03,106.28,2011,2,2,2.0,1.8204784532536746,0.0676597853346703,0.15724243557986567,0.6931471805599453,0.5,1.0,2.0,2.0,2.0
VN_10.03_106.36,10.03,106.36,2015,46,28,139.0,7.272448460823603,0.27028735266674064,0.5510648228492201,3.286178385616094,0.9612476370510397,0.9861874850662483,28.0,26.74047634905984,25.804878048780495
VN_10.03_106.45,10.03,106.45,2016,1,1,1.0,1.4426950408889634,0.05361911128114783,0.0992089311313804,-0.0,0.0,0.0,1.0,1.0,1.0
VN_10.03_106.55,10.03,106.55,2022,70,30,341.0,7.037826171648317,0.26156739572797166,0.6101098384543451,3.3442024334598757,0.963265306122449,0.9832426813834525,30.0,28.33796523830229,27.22222222222222
VN_10.03_106.64,10.03,106.64,2021,21,21,1568.0,6.793824516122123,0.2524988458614789,0.44241544433848795,3.044522437723422,0.9523809523809524,0.9999999999999997,21.0,20.999999999999982,21.000000000000007
VN_10.03_106.64,10.03,106.64,2024,6,5,6.0,2.5694917118487535,0.09549756402344844,0.27851468112375466,1.5607104090414063,0.7777777777777778,0.9697238998682473,5.0,4.762203155904597,4.5
VN_10.03_106.72,10.03,106.72,2015,3,3,3.0,2.1640425613334453,0.08042866692172175,0.1984178622627608,1.0986122886681096,0.6666666666666667,0.9999999999999998,3.0,2.9999999999999996,3.0
VN_10.03_106.72,10.03,106.72,2019,3,3,56.0,2.1640425613334453,0.08042866692172175,0.1984178622627608,1.0986122886681096,0.6666666666666667,0.9999999999999998,3.0,2.9999999999999996,3.0
VN_10.03_106.72,10.03,106.72,2020,24,24,964.0,7.456019214715342,0.27710993152222785,0.46071200891539527,3.1780538303479453,0.9583333333333334,0.9999999999999999,24.0,23.999999999999993,24.0
VN_10.03_106.72,10.03,106.72,2021,45,33,1820.0,8.6192454666194,0.32034232373143945,0.5479866776983731,3.4369839934716824,0.965925925925926,0.9829762793449149,33.0,31.093039799274965,29.34782608695652
VN_10.03_106.72,10.03,106.72,2022,37,27,2122.0,7.422504599047326,0.2758643294676586,0.5206412792637011,3.2362437609902006,0.95836376917458,0.9819186727265492,27.0,25.437990892203203,24.017543859649113
VN_10.03_106.72,10.03,106.72,2024,53,44,4332.0,11.030377531315862,0.40995430327414417,0.5709362378709775,3.7348834371355357,0.9747241011035956,0.9869704741166282,44.0,41.883143259409515,39.56338028169016
VN_10.03_106.91,10.03,106.91,2016,1,1,1.0,1.4426950408889634,0.05361911128114783,0.0992089311313804,-0.0,0.0,0.0,1.0,1.0,1.0
VN_10.12_103.94,10.12,103.94,2016,1,1,1.0,1.4426950408889634,0.05361911128114783,0.0992089311313804,-0.0,0.0,0.0,1.0,1.0,1.0
VN_10.12_103.94,10.12,103.94,2017,95,53,95.0,11.611734639148088,0.43156098422574346,0.6532870912367678,3.789458450301358,0.9728531855955679,0.9544533582950135,53.0,44.232439724251314,36.83673469387755
VN_10.12_103.94,10.12,103.94,2018,2,2,2.0,1.8204784532536746,0.0676597853346703,0.15724243557986567,0.6931471805599453,0.5,1.0,2.0,2.0,2.0
VN_10.12_103.94,10.12,103.94,2019,1,1,1.0,1.4426950408889634,0.05361911128114783,0.0992089311313804,-0.0,0.0,0.0,1.0,1.0,1.0
VN_10.12_103.94,10.12,103.94,2020,1,1,1.0,1.4426950408889634,0.05361911128114783,0.0992089311313804,-0.0,0.0,0.0,1.0,1.0,1.0
VN_10.12_103.94,10.12,103.94,2021,2,2,2.0,1.8204784532536746,0.0676597853346703,0.15724243557986567,0.6931471805599453,0.5,1.0,2.0,2.0,2.0
VN_10.12_103.94,10.12,103.94,2023,3,3,4.0,2.1640425613334453,0.08042866692172175,0.1984178622627608,1.0986122886681096,0.6666666666666667,0.9999999999999998,3.0,2.9999999999999996,3.0
VN_10.12_103.94,10.12,103.94,2024,46,29,103.0,7.5321787629958745,0.2799404724048385,0.5510648228492201,3.2090368985460933,0.9517958412098299,0.9530011797505131,29.0,24.755232939029106,20.745098039215694
VN_10.12_104.03,10.12,104.03,2011,1,1,1.0,1.4426950408889634,0.05361911128114783,0.0992089311313804,-0.0,0.0,0.0,1.0,1.0,1.0
VN_10.12_104.03,10.12,104.03,2015,6,4,7.0,2.055593369479003,0.07639805121875876,0.27851468112375466,1.3296613488547582,0.7222222222222222,0.9591479170272448,4.0,3.77976314968462,3.5999999999999996
VN_10.12_104.03,10.12,104.03,2018,51,32,51.0,8.09871581687414,0.3009963521825041,0.5655345314156452,3.10916424107836,0.9219530949634756,0.8971151663826096,32.0,22.402313641145938,12.812807881773397
VN_10.12_104.03,10.12,104.03,2022,3,3,3.0,2.1640425613334453,0.08042866692172175,0.1984178622627608,1.0986122886681096,0.6666666666666667,0.9999999999999998,3.0,2.9999999999999996,3.0
VN_10.12_104.03,10.12,104.03,2023,21,20,40.0,6.47030906297345,0.2404750912966466,0.44241544433848795,2.978508420527237,0.9478458049886621,0.9942505366120985,20.0,19.65847259152569,19.173913043478265
VN_10.12_104.03,10.12,104.03,2024,26,23,64.0,6.9785007374724195,0.2593625104495695,0.471727306739597,3.098139496353804,0.9526627218934911,0.98808649705505,23.0,22.156690307142977,21.124999999999996
VN_10.12_104.47,10.12,104.47,2011,1,1,1.0,1.4426950408889634,0.05361911128114783,0.0992089311313804,-0.0,0.0,0.0,1.0,1.0,1.0
VN_10.12_104.47,10.12,104.47,2024,20,15,52.0,4.926881081295766,0.18311214600432787,0.43575711670362033,2.649158683274018,0.9249999999999999,0.9782531661325102,15.0,14.142135623730947,13.333333333333329
VN_10.12_104.56,10.12,104.56,2024,36,34,36.0,9.415888375901151,0.3499503029602272,0.5168243001828203,3.5065025850605602,0.9691358024691358,0.994368715445576,34.0,33.33148964234245,32.4
VN_10.12_104.66,10.12,104.66,2013,4,4,4.0,2.4853397382384474,0.09236997717407595,0.23035600445769763,1.3862943611198906,0.75,1.0,4.0,4.0,4.0
VN_10.12_104.66,10.12,104.66,2014,2,2,2.0,1.8204784532536746,0.0676597853346703,0.15724243557986567,0.6931471805599453,0.5,1.0,2.0,2.0,2.0
VN_10.12_104.66,10.12,104.66,2023,10,10,10.0,4.170323914242463,0.15499399089804497,0.3432065132071075,2.3025850929940455,0.8999999999999999,0.9999999999999998,10.0,9.999999999999998,9.999999999999996
VN_10.12_104.66,10.12,104.66,2024,114,102,116.0,21.496619391094345,0.7989419763925562,0.6791337510246903,4.585682830173413,0.9892274546014158,0.9915048185801211,102.0,98.07012952791942,92.82857142857146
VN_10.12_104.83,10.12,104.83,2018,1,1,1.0,1.4426950408889634,0.05361911128114783,0.0992089311313804,-0.0,0.0,0.0,1.0,1.0,1.0
VN_10.12_104.83,10.12,104.83,2022,4,4,5.0,2.4853397382384474,0.09236997717407595,0.23035600445769763,1.3862943611198906,0.75,1.0,4.0,4.0,4.0
VN_10.12_105.19,10.12,105.19,2018,1,1,1.0,1.4426950408889634,0.05361911128114783,0.0992089311313804,-0.0,0.0,0.0,1.0,1.0,1.0
VN_10.12_105.19,10.12,105.19,2023,2,2,20.0,1.8204784532536746,0.0676597853346703,0.15724243557986567,0.6931471805599453,0.5,1.0,2.0,2.0,2.0
VN_10.12_105.47,10.12,105.47,2015,1,1,1.0,1.4426950408889634,0.05361911128114783,0.0992089311313804,-0.0,0.0,0.0,1.0,1.0,1.0
VN_10.12_105.47,10.12,105.47,2016,2,1,2.0,0.9102392266268373,0.03382989266733515,0.15724243557986567,-0.0,0.0,0.0,1.0,1.0,1.0
VN_10.12_105.56,10.12,105.56,2009,12,12,12.0,4.67845494301536,0.17387915609580562,0.3671166691528844,2.484906649788001,0.9166666666666666,1.0000000000000002,12.0,12.000000000000005,11.999999999999998
VN_10.12_105.56,10.12,105.56,2023,3,3,3.0,2.1640425613334453,0.08042866692172175,0.1984178622627608,1.0986122886681096,0.6666666666666667,0.9999999999999998,3.0,2.9999999999999996,3.0
VN_10.12_105.64,10.12,105.64,2021,45,34,166.0,8.880434723183624,0.3300496668748164,0.5479866776983731,3.467790534829902,0.9669135802469135,0.9833908106169506,34.0,32.065815815453355,30.22388059701492
VN_10.12_105.64,10.12,105.64,2023,1,1,1.0,1.4426950408889634,0.05361911128114783,0.0992089311313804,-0.0,0.0,0.0,1.0,1.0,1.0
VN_10.12_105.73,10.12,105.73,2018,75,21,91.0,4.849063276339144,0.18021997446053942,0.6198502103950816,3.0051294516761473,0.9493333333333334,0.9870610294871953,21.0,20.18882940464106,19.73684210526315
VN_10.12_105.73,10.12,105.73,2019,6,6,6.0,3.0833900542185044,0.11459707682813813,0.27851468112375466,1.7917594692280547,0.8333333333333333,0.9999999999999999,6.0,5.999999999999998,5.999999999999999
VN_10.12_105.73,10.12,105.73,2022,5,5,5.0,2.7905531327562363,0.10371351860266657,0.2564513667112461,1.6094379124341005,0.7999999999999999,1.0000000000000002,5.0,5.000000000000001,4.999999999999999
VN_10.12_105.73,10.12,105.73,2023,39,34,51.0,9.216891043181771,0.3425543808662847,0.5279827978518389,3.485831599832224,0.967784352399737,0.9885068686253091,34.0,32.64956719805304,31.040816326530617
VN_10.12_105.73,10.12,105.73,2024,66,49,97.0,11.653646160488533,0.4331186651375256,0.6018102247329362,3.8008669130249655,0.9752066115702479,0.9766296030857806,49.0,44.73995333454815,40.33333333333333
VN_10.12_105.83,10.12,105.83,2023,2,2,2.0,1.8204784532536746,0.0676597853346703,0.15724243557986567,0.6931471805599453,0.5,1.0,2.0,2.0,2.0
VN_10.12_105.83,10.12,105.83,2024,3,3,25.0,2.1640425613334453,0.08042866692172175,0.1984178622627608,1.0986122886681096,0.6666666666666667,0.9999999999999998,3.0,2.9999999999999996,3.0
VN_10.12_105.92,10.12,105.92,2010,1,1,1.0,1.4426950408889634,0.05361911128114783,0.0992089311313804,-0.0,0.0,0.0,1.0,1.0,1.0
VN_10.12_105.92,10.12,105.92,2012,22,11,52.0,3.508218877941811,0.13038623762030607,0.44877774656699265,2.3978952727983707,0.9090909090909091,1.0,11.0,11.000000000000002,11.0
VN_10.12_105.92,10.12,105.92,2015,2,2,2.0,1.8204784532536746,0.0676597853346703,0.15724243557986567,0.6931471805599453,0.5,1.0,2.0,2.0,2.0
VN_10.12_105.92,10.12,105.92,2024,6,6,9.0,3.0833900542185044,0.11459707682813813,0.27851468112375466,1.7917594692280547,0.8333333333333333,0.9999999999999999,6.0,5.999999999999998,5.999999999999999
VN_10.12_106.00,10.12,106.0,2024,8,7,28.0,3.1858372931939307,0.11840462433567303,0.31448487115973134,1.9061547465398496,0.84375,0.979569764547061,7.0,6.727171322029717,6.4
VN_10.12_106.09,10.12,106.09,2017,1,1,3.0,1.4426950408889634,0.05361911128114783,0.0992089311313804,-0.0,0.0,0.0,1.0,1.0,1.0
VN_10.12_106.09,10.12,106.09,2023,26,21,80.0,6.371674586387861,0.23680924867134606,0.471727306739597,2.9915014685753505,0.9467455621301775,0.9825847993461596,21.0,19.915562645367686,18.777777777777775
VN_10.12_106.09,10.12,106.09,2024,15,13,15.0,4.688758882889132,0.17426211166373046,0.3968357245255216,2.5232109529528914,0.9155555555555556,0.9837273962594129,13.0,12.468568442141818,11.842105263157894
VN_10.12_106.19,10.12,106.19,2018,1,1,1.0,1.4426950408889634,0.05361911128114783,0.0992089311313804,-0.0,0.0,0.0,1.0,1.0,1.0
VN_10.12_106.19,10.12,106.19,2020,5,5,7.0,2.7905531327562363,0.10371351860266657,0.2564513667112461,1.6094379124341005,0.7999999999999999,1.0000000000000002,5.0,5.000000000000001,4.999999999999999
VN_10.12_106.19,10.12,106.19,2023,2,2,2.0,1.8204784532536746,0.0676597853346703,0.15724243557986567,0.6931471805599453,0.5,1.0,2.0,2.0,2.0
VN_10.12_106.28,10.12,106.28,2023,1,1,1.0,1.4426950408889634,0.05361911128114783,0.0992089311313804,-0.0,0.0,0.0,1.0,1.0,1.0
VN_10.12_106.36,10.12,106.36,2018,14,4,14.0,1.4770774922754202,0.05489696726232117,0.38759844003756333,1.15374194270109,0.6122448979591837,0.8322488896002306,4.0,3.170032824923673,2.5789473684210527
VN_10.12_106.45,10.12,106.45,2010,1,1,1.0,1.4426950408889634,0.05361911128114783,0.0992089311313804,-0.0,0.0,0.0,1.0,1.0,1.0
VN_10.12_106.45,10.12,106.45,2014,108,4,108.0,0.8526334222946941,0.03168891904132063,0.6714643325612825,0.47071593179753135,0.23165294924554192,0.339549770235863,4.0,1.6011400900792052,1.3014952019638475
VN_10.12_106.45,10.12,106.45,2018,3,2,3.0,1.4426950408889634,0.05361911128114783,0.1984178622627608,0.6365141682948128,0.4444444444444444,0.9182958340544894,2.0,1.8898815748423097,1.7999999999999998
VN_10.12_106.45,10.12,106.45,2019,2,2,2.0,1.8204784532536746,0.0676597853346703,0.15724243557986567,0.6931471805599453,0.5,1.0,2.0,2.0,2.0
VN_10.12_106.45,10.12,106.45,2024,8,8,8.0,3.6409569065073493,0.1353195706693406,0.31448487115973134,2.0794415416798357,0.875,1.0,8.0,7.999999999999998,8.0
VN_10.12_106.55,10.12,106.55,2023,1,1,1.0,1.4426950408889634,0.05361911128114783,0.0992089311313804,-0.0,0.0,0.0,1.0,1.0,1.0
VN_10.12_106.64,10.12,106.64,2010,1,1,1.0,1.4426950408889634,0.05361911128114783,0.0992089311313804,-0.0,0.0,0.0,1.0,1.0,1.0
VN_10.12_106.64,10.12,106.64,2022,8,8,37.0,3.6409569065073493,0.1353195706693406,0.31448487115973134,2.0794415416798357,0.875,1.0,8.0,7.999999999999998,8.0
VN_10.12_106.64,10.12,106.64,2024,65,65,1138.0,15.514404885916976,0.5766073760995138,0.5996578799183535,4.174387269895637,0.9846153846153846,1.0,65.0,64.99999999999999,64.99999999999999
VN_10.12_106.72,10.12,106.72,2024,3,3,3.0,2.1640425613334453,0.08042866692172175,0.1984178622627608,1.0986122886681096,0.6666666666666667,0.9999999999999998,3.0,2.9999999999999996,3.0
VN_10.12_106.81,10.12,106.81,2021,1,1,1.0,1.4426950408889634,0.05361911128114783,0.0992089311313804,-0.0,0.0,0.0,1.0,1.0,1.0
VN_10.12_106.81,10.12,106.81,2022,1,1,1.0,1.4426950408889634,0.05361911128114783,0.0992089311313804,-0.0,0.0,0.0,1.0,1.0,1.0
VN_10.21_103.58,10.21,103.58,2011,6,3,6.0,1.5416950271092522,0.05729853841406907,0.27851468112375466,1.0986122886681096,0.6666666666666667,0.9999999999999998,3.0,2.9999999999999996,3.0
VN_10.21_103.58,10.21,103.58,2019,3,1,3.0,0.7213475204444817,0.026809555640573916,0.1984178622627608,-0.0,0.0,0.0,1.0,1.0,1.0
VN_10.21_103.94,10.21,103.94,2009,3,2,3.0,1.4426950408889634,0.05361911128114783,0.1984178622627608,0.6365141682948128,0.4444444444444444,0.9182958340544894,2.0,1.8898815748423097,1.7999999999999998
VN_10.21_103.94,10.21,103.94,2010,1,1,5.0,1.4426950408889634,0.05361911128114783,0.0992089311313804,-0.0,0.0,0.0,1.0,1.0,1.0
VN_10.21_103.94,10.21,103.94,2011,12,11,16.0,4.28858369776408,0.15938922642115516,0.3671166691528844,2.3693821196946763,0.9027777777777778,0.9881090915741206,11.0,10.690784617684074,10.285714285714285
VN_10.21_103.94,10.21,103.94,2012,29,15,65.0,4.410211556928091,0.1639096396273892,0.48680737116894374,2.698050276342389,0.9322235434007135,0.996307334053205,15.0,14.85074862361046,14.754385964912286
VN_10.21_103.94,10.21,103.94,2013,21,21,21.0,6.793824516122123,0.2524988458614789,0.44241544433848795,3.044522437723422,0.9523809523809524,0.9999999999999997,21.0,20.999999999999982,21.000000000000007
VN_10.21_103.94,10.21,103.94,2014,2,2,2.0,1.8204784532536746,0.0676597853346703,0.15724243557986567,0.6931471805599453,0.5,1.0,2.0,2.0,2.0
VN_10.21_103.94,10.21,103.94,2015,43,24,51.0,6.342176878474691,0.23571293875254262,0.5416243754698683,2.889803586428954,0.9226608977825852,0.9092997603859236,24.0,17.98977581840938,12.930069930069928
VN_10.21_103.94,10.21,103.94,2016,13,8,14.0,3.0313854535196096,0.11266427717680814,0.37772361225513507,1.9251211907908181,0.8284023668639053,0.9257875983547231,8.0,6.855979497130704,5.82758620689655
